Chr11	TSSStart	TSSStop	GeneName	P4D7F4_R1	P4D7F4_R2	Ev9D_R1	Ev9D_R2	Ev12A_R1	Ev12A_R2	MiniXist_R1	MiniXist_R2	DelB_MiniXist_R1	DelB_MiniXis_R2	739D12_R1	739D12_R2	CL3_DelR1N_FBC_R1	CL3_DelR1N_FBC_R2	CL6_DelBFLXist_R1	CL6_DelBFLXist_R2
chr11	97782438	97782439	Rpl23	0.032271944	0.042574758	0.059099959	0.113697314	0.0262	0.1168	0.1246	0	0.002	0	0.320036544	0.042415729	0	0	0.037883857	0.040427807
chr11	97799671	97799672	Lasp1	0	0	0.13978743	0.209096162	0.3297	0.2414	0.5022	0.4381	0	0	0.136751084	0.157166161	0	0	0	0
chr11	97884153	97884154	Fbxo47	0.097519721	0.210162746	0.187417862	0.334345849	0	0.5459	0.4572	0.2264	0	0	0	0	0	0.06567524	0	0
chr11	97986445	97986446	Plxdc1	0.096352314	0.135906712	0.299005407	0	0.3575	0.4288	0.3181	0.2047	0	0	0.14875643	0.511215128	0	0	0.121586138	0.108678875
chr11	97996172	97996173	Arl5c	0	0	0.402818869	0.156217115	0.6101	0.6794	0.3398	0.2146	0	0	0	0	0.156848742	0.223047572	0	0.023584556
chr11	98022626	98022627	Cacnb1	0.208903089	0	0.11042176	0.471763787	0.2721	0.0838	0.0946	0	0.254	0.3487	1	0.814967758	0	0	0	0
chr11	98026709	98026710	Rpl19	0.03109155	0.013550029	0	0	0.0063	0	0.0451	0.0731	0	0	0	0	0	0	0	0
chr11	98053461	98053462	Stac2	0.023249531	0.258731528	0.722892719	0.228836737	0.0413	0	0.0255	0.2319	0	0	1	0	0.258481632	0.353212384	0	0
chr11	98149615	98149616	Fbxl20	0	0	0.141784976	0.083287681	0.0335	0.0797	0.01	0.0371	0	0.0909	0	0.07588231	0	0	0.017768817	0
chr11	98193292	98193293	Med1	0.042517323	0.001965625	0	0	0.1102	0.1414	0.0296	0	0.0227	0	0.00676585	0.015031719	0	0	0.046295249	0.011016273
chr11	98203304	98203305	Cdk12	0	0	0	0.114661283	0	0.0205	0.0484	0.123	0.0443	0.0612	0	0.038120159	0.00211622	0	0	0
chr11	98358367	98358368	Stard3	0.097130124	0	0	0	0.2986	0.1757	0	0	0	0.0558	0	0	0	0	0	0
chr11	98400489	98400490	Pgap3	0	0	0	0	0	0	0	0	0	0	0.41595172	0	0.353114393	0.407329648	0.013630205	0
chr11	98412483	98412484	Erbb2	0.046956386	0.260043152	0.029294657	0	0.0242	0	0.7919	0.0648	0.0431	0.1041	0	0	0	0	0	0.028448598
chr11	98438987	98438988	Mien1	0.372461886	0.063868421	0	0	0	0	0.1375	0.4901	0.4071	0	0	0	0.02390081	0.274606782	0.129763807	0
chr11	98446833	98446834	Grb7	0.10998391	0	0.315519705	0.051518985	0.2231	0.3471	0.2304	0.1518	0	0	0.426191248	0.40318585	0	0	0	0
chr11	98587244	98587245	Ormdl3	0.141199062	0	0	0	0	0	0.172	0	0	0.1414	0.888320517	0.819788334	0	0.139236305	0	0.071609798
chr11	98682553	98682554	Psmd3	0.140938975	0.045472117	0	0.056023604	0.1505	0.1563	0.1693	0.0983	0	0	0.055785957	0.134352668	0	0	0.010825963	0.071388896
chr11	98729434	98729435	Med24	0	0	0.023602371	0	0.1129	0.0907	0.0585	0.1149	0	0	0	0	0	0	0.076406708	0.153789826
chr11	98741872	98741873	Thra	0	0	0	0	0.1923	0.3854	0.527	0.561	0	0	0.219975235	0.299930325	0	0	0.048393297	0
chr11	98775376	98775377	Nr1d1	0	0	0	0	0.0581	0	0.3006	0	0	0.0422	0.164157882	0.110325718	0	0	0	0
chr11	98795768	98795769	Msl1	0	0	0	0.235279637	0	0.2977	0.304	0.0937	0	0	0.609484112	0.482620933	0	0	0.124118046	0.155347666
chr11	98809807	98809808	Casc3	0.011778486	0	0.002294474	0.144359714	0.2803	0.2838	0.1767	0.1739	0	0	0	0	0	0	0.131686108	0.061180283
chr11	98810088	98810089	Gm12359	0.279736805	0.308672502	0.225192229	0.556265113	0	0	0	0	0.1761	0.1894	0.398051314	0	0	0	0.099582202	0.017347786
chr11	98836784	98836785	Rapgefl1	0	0	0	0	0.5814	0.3896	0.7679	0.371	0	0.1027	0	0	0.147825921	0	0	0
chr11	98863597	98863598	Wipf2	0	0	0	0.221048032	0.1534	0.1704	0.2836	0.1541	0.0268	0.0273	0.229922439	0.086175984	0.12919726	0	0.016567064	0
chr11	98907888	98907889	Cdc6	0	0	0.028739449	0.070659475	0.0885	0.1886	0.2363	0.1649	0.0911	0.011	0.110454064	0	0	0	0	0
chr11	98937695	98937696	Rara	0	0.035290489	0	0	0.0371	0.4445	0.3375	0.3086	0	0.086	0.510609371	0.349132733	0	0	0	0
chr11	99024188	99024189	Top2a	0	0	0	0	0.0376	0.0833	0.1247	0.0673	0	0	0.07312776	0	0	0.014664076	0.02028877	0.010610712
chr11	99041259	99041260	Igfbp4	1	0.728562918	0	0	0.544	0.8155	0.6037	0.4894	0	0	0	0.095017149	0.190502844	0.177659125	0	0.143184543
chr11	99089305	99089306	Tns4	0.00959269	0	0	0	0	0	0.359	0.324	0	0	0	0	0	0	0.01861004	0
chr11	99231016	99231017	Smarce1	0	0.048860068	0	0	0.1372	0.1861	0.2013	0.1146	0	0	0.157386877	0.112990691	0.068491929	0.283752531	0.000644257	0
chr11	99389363	99389364	Krt10	0.618224505	0.510998574	0	0	0	0	0	0.0637	0	0.5825	0.793323387	0	0	0	0	0
chr11	100319995	100319996	Eif1	0.052450274	0.032169097	0	0	0.1786	0.1019	0.0386	0.0818	0.0046	0	0	0	0	0	0.00410386	0.000117915
chr11	100356140	100356141	Hap1	0	0	0.080585091	0.406201251	0.213	0.0369	0.3456	0.3643	0.1205	0.5666	0.764375667	1	0	0.040492508	0.095834616	0.067260275
chr11	100397789	100397790	Jup	0.17160956	0.188343171	0	0.072729452	0.4046	0.3438	0.2964	0.378	0	0	0.348175095	0.62051237	0	0	0	0
chr11	100414818	100414819	Leprel4	0	0.085417963	0	0.097543154	0.7025	0.6196	0.3582	0	0	0	0.092096798	0	0	0	0	0.128475914
chr11	100415693	100415694	Fkbp10	0.195215939	0.340688869	0	0.345675923	0.608	0.5381	0.1618	0	0	0.308	0.695067401	1	0	0	0	0.085482882
chr11	100441088	100441089	Nt5c3b	0.012958565	0.205875988	0	0	0.3031	0.2348	0.2759	0.3649	0.0551	0.0489	0	0	0.436621901	0.31949657	0	0
chr11	100472781	100472782	Klhl11	0.235758885	0.064568533	0.137931608	0.319995916	0.083	0.1476	0.0069	0.2461	0	0	0	0	0	0	0	0.019270387
chr11	100527999	100528000	Acly	0	0	0.039545462	0.035126092	0.0795	0.2095	0.1545	0.1496	0	0	0	0	0	0	0.052682651	0.011772627
chr11	100545631	100545632	Ttc25	0	0	0.452066256	0.127370635	0.6468	1	0.6204	0.3401	0	0	0	0	0	0.223633113	0.036306928	0.185557026
chr11	100574938	100574939	Cnp	0	0	0.419801806	0.480633197	0.234	0.0074	0.3871	0.4355	0	0.2117	0	0.008271283	0	0.151520202	0.176289089	0.148454549
chr11	100620167	100620168	Dnajc7	0	0	0	0	0.0164	0.1815	0.0082	0.0408	0	0	0.0552696	0.005414197	0	0	0.020875782	0
chr11	100622954	100622955	Nkiras2	0	0.078836279	0	0	0.3141	0.1273	0.0885	0	0.2082	0.0256	0.416602425	1	0	0	0.095096802	0.045330461
chr11	100712466	100712467	Kat2a	0.198931239	0.371597838	0	0	0.127	0.0945	0.1708	0.0556	0	0.0394	0.319098122	0.583536824	0	0	0.070859035	0
chr11	100738129	100738130	Rab5c	0.158364497	0.011953033	0	0.0547056	0.1479	0.4468	0.2311	0.241	0.0334	0.0118	0.019548328	0	0	0	0	0.014954952
chr11	100770956	100770957	Ghdc	0	0	0.24731421	0	0	0.1807	0.0501	0.0578	0.1525	0	0.775464731	1	0	0	0	0
chr11	100850584	100850585	Stat5b	0.006492954	0.084670672	0	0	0.316	0.5775	0.4197	0.3021	0	0.151	0	0.136283211	0	0	0	0
chr11	100859350	100859351	Stat5a	0.031353351	0	0	0	0	0.3929	0.587	0.5752	0	0	0.000263534	0.400794164	0.023331866	0	0	0
chr11	100939510	100939511	Stat3	0.04437826	0.089418133	0	0	0.1544	0.3686	0.092	0.0489	0	0	0.005626729	0	0	0.007666695	0.241919463	0.043331979
chr11	100970616	100970617	Ptrf	0	0	0	0	0.6107	0.0917	0.4751	0.577	0	0	0	0	0	0	0.089911039	0.05126946
chr11	101009451	101009452	Atp6v0a1	0	0	0	0	0.3124	0.316	0.2602	0.2099	0.0135	0.0157	0	0	0	0	0.177955241	0.267020435
chr11	101070093	101070094	Naglu	0.034826273	0.088434473	0.283248234	0.022090707	0.1596	0.2206	0.1395	0.2419	0	0	0	0.579871667	0.290944384	0.286879992	0.136735646	0
chr11	101082624	101082625	Coasy	0.395564342	0.113372575	0.363895731	0.225562717	0.2794	0.0469	0.2108	0.2014	0	0.0674	0.055061558	0	0	0.075105727	0.060105907	0.003496526
chr11	101087289	101087290	Mlx	0	0	0.287428337	0.204324635	0	0.0791	0.1463	0	0	0.066	0.137199263	0.842697386	0	0.054747389	0.005319722	0
chr11	101095434	101095435	Psmc3ip	0.064573998	0	0.031514689	0	0.0055	0.0229	0.2189	0.1823	0	0	0	0	0	0	0	0
chr11	101119842	101119843	Fam134c	0.080272314	0.007361473	0	0	0.0841	0.1337	0.3115	0.3253	0	0	0	0	0.089362317	0	0	0
chr11	101120130	101120131	Tubg1	0.121316372	0.093874958	0	0	0	0	0.2382	0.226	0	0	0	0	0.131564059	0	0	0
chr11	101171301	101171302	Plekhh3	0	0	0.194982824	0	0.215	0	0.4254	0.3378	0	0	0	1	0.18434694	0.021556329	0	0
chr11	101226449	101226450	Ezh1	0.051817068	0.036843638	0	0	0.113	0.2666	0.2885	0.2894	0	0	0.31106767	0.388078103	0.033543558	0	0	0
chr11	101253706	101253707	Vps25	0	0	0.393035777	0.291293025	0.3723	0.2925	0.1087	0.0337	0.0917	0.0451	0.453803586	0.047325909	0.029874562	0.173662273	0.016246064	0
chr11	101278947	101278948	Coa3	0.521539043	0.229430683	0	0.038264247	0.1138	0.1945	0.182	0.0192	0	0.0605	0.041428236	1	0	0	0	0.053284857
chr11	101279202	101279203	Cntd1	0.011791257	0.093128338	0.014141278	0	0.3935	0.2103	0.1882	0.3702	0.1625	0	0	0	0	0	0.108081689	0.039746821
chr11	101302266	101302267	Becn1	0.276501678	0.032870204	0.058426919	0	0.0585	0.2201	0.1771	0.2167	0.0192	0	0.253502866	0.407344489	0.16587637	0	0	0.090295561
chr11	101316250	101316251	Psme3	0	0	0	0	0.204	0.4227	0.3371	0.0091	0	0	0	0	0	0	0	0
chr11	101325062	101325063	Aoc2	0.419859267	0	0	0.068275754	0.3016	0	0	0.4025	0	0.3242	0	0	0.319439361	0	0	0
chr11	101417432	101417433	Aarsd1	0	0	0.178936439	0.119029547	0.2445	0.4123	0.2709	0.2609	0	0	0.433885383	1	0	0	0.04280736	0
chr11	101425084	101425085	Rundc1	0	0.027007932	0	0	0	0	0	0.2442	0.1342	0	0.071948549	0.399467665	0.073153181	0.05352285	0.087516394	0.084422234
chr11	101442244	101442245	Rpl27	0.065071518	0.011798171	0.058168641	0.027168771	0.0625	0.0006	0.19	0.263	0	0	0.097534333	0.372906137	0	0	0.008203245	0
chr11	101448411	101448412	Ifi35	0	0	0.045036773	0	0.1743	0.1442	0.3161	0.2509	0	0	0.565314983	0.829856653	0.029372396	0.15128508	0	0
chr11	101466198	101466199	Vat1	0.103735338	0.031665946	0	0	0.4047	0.4688	0.5588	0.5047	0	0	0.040256179	0.13287375	0	0	0	0
chr11	101468337	101468338	Rnd2	0	0.640368258	0.555220775	0.455677413	0.3858	0.2196	0.3391	0.2524	0	0	0	0.924827573	0.099473489	0.204799827	0	0.208966455
chr11	101551954	101551955	Brca1	0.074059114	0.0207099	0.034168101	0	0.429	0.5827	0.4467	0.4138	0	0	0	0	0	0.02941325	0.044367232	0.055095167
chr11	101552106	101552107	Nbr1	0.018861257	0	0	0	0.2117	0.2723	0.2639	0.3027	0	0	0.222424987	0.410028198	0	0	0	0
chr11	101582241	101582242	Tmem106a	0	0.045421705	0.698709266	0	1	0.7813	0.5781	0.6894	0	0	0.640809234	0.26887918	0	0	0.132983483	0.150492319
chr11	101627948	101627949	Rdm1	0.076888212	0.093152831	0.099481235	0	0.0749	0.1839	0.2221	0.1525	0.2576	0.1278	1	0.307647928	0	0	0	0
chr11	101665540	101665541	Arl4d	0	0.124168324	0	0.113324336	0.2443	0.3384	0.7249	0.5626	0	0.1819	0	0	0	0	0	0.243026876
chr11	101732955	101732956	Dhx8	0.0080889	0.001415688	0.115594356	0.041066332	0.0528	0.1768	0.2425	0.0621	0	0	0	0	0.018456649	0.00674539	0.057545982	0.156577078
chr11	101785309	101785310	Etv4	0	0	0.125635864	0	1	0.96	0.5281	0.4264	0	0	0.032389429	0.102505927	0.351271825	0.378576239	0.160848294	0.069609919
chr11	101984790	101984791	Dusp3	0.043062934	0	0.197509073	0.280878158	0.2603	0.4043	0.3379	0.3978	0.0195	0	0.046671125	0.237092474	0.047883398	0.064855394	0	0
chr11	102026954	102026955	Mpp3	0.12771881	0.220771566	0	0	0.2719	0.7599	0.5204	0.4088	0.1982	0.0302	0.428062571	0.506743622	0	0	0.128241699	0.017124427
chr11	102088514	102088515	Mpp2	0	0.105489994	0	0.482291779	0.6132	0.5886	0.694	0.2463	0	0.0504	0	0	0	0	0.191821717	0.100769507
chr11	102156406	102156407	Tmem101	0.121286033	0	0.305517568	0.132119088	0.293	0.4798	0.0876	0.3159	0.0954	0.1804	0.132754668	1	0	0	0.107524826	0.042686783
chr11	102185255	102185256	Lsm12	0.0581616	0	0	0	0.0853	0.1154	0.2242	0.1302	0.0617	0.0388	0	0	0	0	0	0.034830078
chr11	102189698	102189699	G6pc3	0	0	0	0.390289156	0.1412	0	0	0	0.2997	0.3148	0	0	0	0	0.189486479	0
chr11	102230171	102230172	Hdac5	0.0725788	0.01116893	0.27707369	0.370714966	0.2921	0.2823	0.2565	0.3048	0	0	0.4912	0.298598711	0.091028165	0.005013495	0	0.020399185
chr11	102248881	102248882	BC030867	0	0	0	0	0.3101	0.2469	0.4607	0.3325	0	0	0.332781826	0.240919069	0	0	0.183625105	0.002087848
chr11	102284960	102284961	Tmub2	0	0	0.262478499	0.519840669	0.3342	0.211	0.0819	0.0047	0.0798	0.1598	0	0	0	0.042465866	0.15007676	0.061992387
chr11	102296628	102296629	Atxn7l3	0.06849557	0.049295726	0.299996949	0	0.0979	0.0079	0.2729	0.2376	0.0358	0.0601	0	0.061848502	0	0	0.103861127	0.067847921
chr11	102319095	102319096	Ubtf	0.006664279	0.051809177	0	0.064026078	0.1638	0.3256	0.3492	0.1928	0.0023	0	0	0	0	0	0.039021101	0.07573644
chr11	102393402	102393403	Rundc3a	0.812643513	0.587112514	0.335847768	0.508671292	0.7584	0.7002	0	0.0582	0.0067	0.372	0	0	0	0	0	0.055232625
chr11	102407516	102407517	Slc25a39	0	0	0.009862682	0	0.3467	0.2804	0.1798	0.118	0	0.1305	0.313579965	0.033368574	0	0	0.020589312	0.076808695
chr11	102430321	102430322	Grn	0.039795845	0	0.067104478	0.123010824	0.1812	0.3187	0.1875	0.4097	0	0.1493	0.314149733	0	0	0	0.00826683	0
chr11	102447662	102447663	Fam171a2	0	0	0.072018503	0	0.1265	0.2348	0.2921	0.4491	0.4353	0	0	0	0	0	0	0.078132133
chr11	102469882	102469883	Itga2b	0	0.361001528	0	0	0.5555	0.5352	0.5112	0.5613	0.1524	0.1271	1	0	0	0.276113169	0.23510574	0.188410353
chr11	102556157	102556158	Gpatch8	0	0	0.284479838	0	0.0255	0.2349	0.1707	0.2376	0	0	0	0.027475471	0	0	0.105565925	0.0503982
chr11	102604430	102604431	Fzd2	1	0	0	0.894780918	0.4305	0.1395	0	0	0.1077	0.0294	0.04805612	0	0	0	0.286523242	0
chr11	102665584	102665585	Gm1564	0	0.094421128	0.304847202	0.394482256	0.116	0.4167	0.4822	0.341	0.1043	0	0	0	0	0	0.115778539	0.165352028
chr11	102697724	102697725	Ccdc43	0	0	0.100159444	0	0.1909	0.2723	0.4789	0.3182	0	0.0572	0.124047838	0.240655687	0	0	0.002931423	0
chr11	102761438	102761439	Adam11	0.396557551	0.402119746	0	0	0	0.2008	0.6611	0.3987	0	0	1	1	0	0	0.256169076	0.008196903
chr11	102819685	102819686	Gjc1	0	0.049056098	0	0.01741553	0.2713	0.3746	0.2919	0.2791	0	0	0	0	0.136502976	0	0	0
chr11	102880974	102880975	Eftud2	0	0	0	0.058761367	0	0	0.033	0.0468	0	0	0	0.03077531	0	0	0.005278953	0
chr11	102925123	102925124	Kif18b	0.038339327	0.047128832	0	0	0.0063	0.0931	0.1587	0.074	0	0	0.137982984	0.271784914	0	0	0	0.020754453
chr11	102946460	102946461	C1ql1	0.135592038	0	0.039062936	0.509754488	0	0.1338	0.3157	0.2351	0	0.1249	1	1	0.169109986	0	0	0.002511633
chr11	103017146	103017147	Dcakd	0.071934998	0.005240047	0.32522724	0.047697449	0.2325	0.3547	0.1363	0.2375	0.0447	0	0	0	0.034025077	0	0.178015916	0.100014262
chr11	103028561	103028562	Nmt1	0.067972029	0	0	0.041764476	0.0215	0.1172	0	0	0	0.0214	0.093280843	0	0	0	0.032662975	0.095341959
chr11	103101657	103101658	Plcd3	0.006769268	0.079773573	0	0.025713173	0.1887	0.0781	0.5322	0.2503	0	0	0.122040887	0.13087256	0	0	0	0
chr11	103101687	103101688	Acbd4	0	0.200702313	0	0.242498595	0.5216	0.5698	0.1915	0.0492	0	0	0	0	0	0	0	0.013000781
chr11	103116324	103116325	Hexim1	0	0.045755215	0.248070762	0	0.1542	0.1448	0.1732	0.113	0.0752	0	0.070879162	0.291066286	0.050861507	0	0.022834475	0
chr11	103133338	103133339	Hexim2	0.138282317	0.028865571	0.216894035	0.438470925	0	0.0818	0.5386	0.4381	0	0	0.466843359	0.421626558	0	0	0.026921276	0
chr11	103171137	103171138	Fmnl1	0	0	0.577285282	0.855679472	0.3658	0.3118	0.4068	0	0.136	1	1	0.710768913	0.020207287	0.081941156	0.118570213	0
chr11	103267400	103267401	Map3k14	0.036438657	0	0.520406653	0.674533053	0.3853	0.4727	0.0078	0.249	0.0798	0	0	0	0.13028514	0.139215475	0.019086169	0.083200023
chr11	103363691	103363692	Arhgap27	0.365721056	0.094049502	0.157125527	0.143759405	0.044	0.2538	0	0.0192	0	0	0	0.156398741	0.330930652	0.190702009	0	0
chr11	103412663	103412664	Plekhm1	0	0.012384263	0.067948964	0.161584899	0	0.1262	0.1242	0.1194	0	0	0.038785411	0.04355257	0.010207771	0.013602436	0.058368887	0.046082786
chr11	103697709	103697710	Gosr2	0.058118254	0	0.03305027	0	0.2057	0.3442	0.1036	0.0722	0	0	0.168244075	0.108319384	0	0	0	0
chr11	103954055	103954056	Nsf	0.0303235	0.089580999	0.149895988	0.059124877	0.0528	0.0401	0	0.0737	0.0324	0	0.052503319	0.001646084	0.026012221	0.030364705	0	0
chr11	103966870	103966871	Arf2	0	0	0.228349217	0	0.2244	0.2888	0.3484	0.4066	0	0	0.014284135	0.016260279	0	0	0	0
chr11	104231435	104231436	Mapt	0.328712127	0.002953672	0	0	0.2997	0	0.0464	0.4498	0	0.0097	0	0	0.025952535	0.004700717	0	0.000546217
chr11	104442290	104442291	Kansl1	0.02391995	0.101167547	0.05583879	0	0.1084	0.0997	0.0036	0	0.0153	0.0047	0	0.000249622	0	0	0.150990497	0.144089955
chr11	104550619	104550620	Cdc27	0.077342193	0.048752532	0	0	0.0961	0.18	0.0252	0	0.0594	0.0447	0	0.032357712	0	0	0.112095401	0.071007188
chr11	104550662	104550663	Myl4	0.103232438	0.385782509	0	0.01475341	0.4706	0.3756	0.0027	1	0	0	0	0	0	0	0.083057298	0.014013904
chr11	104607999	104608000	Itgb3	0	0	0	0	0.5288	0.0441	0.2781	0.2495	0	0	0.778312942	0	0.170085931	0.195802958	0	0
chr11	105126424	105126425	Mettl2	0.01942506	0.071887285	0.067379598	0.177299203	0.2299	0	0	0	0	0.0427	0	0	0	0	0.12543893	0
chr11	105181432	105181433	1700052K11Rik	0	0	0.223875382	0.207375897	0.1998	0.2111	0.4355	0.2999	0.0747	0.0042	0.202545953	0.056696736	0	0	0.061423592	0
chr11	105181529	105181530	Tlk2	0	0	0	0.024688097	0.0552	0	0.046	0.118	0.0356	0.0001	0.025902731	0.003819915	0	0	0.038969467	0.083984895
chr11	105292645	105292646	Mrc2	0.370957114	0.76288609	0	0.030276452	0	0.0107	0.2455	0	0	0	0.094579701	0	0.017713935	0	0.028817587	0
chr11	105589985	105589986	Tanc2	0.04469491	0.111460625	0	0	0.1381	0.4303	0.1653	0.0783	0.09	0.0566	0.010871292	0.006533811	0	0	0.001920417	0
chr11	105944146	105944147	Cyb561	0	0	0.023524686	0	0.0661	0.0652	0.1595	0.2114	0	0	0	0	0.086818656	0.008023072	0.009203013	0.004545101
chr11	106008202	106008203	Kcnh6	0	0	0	0.121791644	0.3256	0.2712	0.3049	0.7297	0	0	0	0	0.045954671	0.03278163	0.100654915	0.022235687
chr11	106036871	106036872	Dcaf7	0.032877929	0.043813074	0	0	0.1306	0.0586	0.1444	0	0	0.007	0	0.035001359	0	0	0.073869344	0.059042438
chr11	106066106	106066107	Taco1	0.029084667	0	0.365101402	0.200553172	0	0	0.1107	0.2388	0.0247	0	0	0	0	0	0	0
chr11	106084901	106084902	Map3k3	0.012694156	0	0	0	0.0736	0.3056	0.0993	0.0575	0	0.0226	0.046557998	0	0	0	0	0
chr11	106160141	106160142	Limd2	0	0	0	0	0	0	0.3081	0.2622	0	0.1277	1	1	0	0	0	0
chr11	106193602	106193603	Strada	0	0	0.404277602	0.377771232	0	0	0	0	0	0	0.147580371	0.004212696	0.075600322	0	0	0
chr11	106216366	106216367	Ccdc47	0	0	0.028119369	0	0.0459	0.3263	0	0	0.0224	0	0.232765905	0	0.083760386	0.012172268	0.001276374	0.109537574
chr11	106216925	106216926	Ddx42	0.04233523	0	0	0.086997769	0.0211	0	0.0142	0	0	0.0331	0.074773828	0.536577269	0.05323566	0.125471692	0	0.052026763
chr11	106255801	106255802	Ftsj3	0	0	0.003645891	0.035148648	0	0	0	0.0519	0	0.094	0.299834141	0.434762387	0.003636932	0.061977487	0.031015978	0.032621038
chr11	106256184	106256185	Psmc5	0.077958397	0.197039376	0	0.242965815	0.2568	0.0773	0.0792	0.0152	0.0698	0.2365	0.415804443	0.151908505	0.159768335	0.320094585	0	0
chr11	106272971	106272972	Smarcd2	0	0.052823197	0.045628288	0.129874687	0.0372	0.1346	0	0.0525	0.0143	0.0348	0	0	0	0	0.140799607	0.153577025
chr11	106487795	106487796	Ern1	0	0	0	0	0.022	0	0.0141	0	0.0308	0	0	0	0	0	0.022232528	0.027480039
chr11	106500990	106500991	Snord104	0	0.066401994	0.064186888	0	0.307	0.0223	0	0.2352	0	0	0.073469951	0.239918768	0	0	0	0.009844666
chr11	106612929	106612930	Tex2	0.051237428	0.130500008	0	0	0	0.1994	0.1572	0.1272	0	0	0	0	0	0	0.119615745	0.002600274
chr11	106715280	106715281	Pecam1	0.098835454	0.216458206	0	0	0.1913	0.1419	0.1775	0.0932	0	0	0	0	0	0	0	0
chr11	106779536	106779537	Polg2	0	0	0	0	0.1567	0.1937	0	0	0	0	0.089541534	0	0	0	0	0.077808917
chr11	106788493	106788494	Ddx5	0	0	0	0.034068921	0.0152	0	0	0.0693	0.0534	0.036	0.065561401	0.348657871	0	0	0.122971068	0.045934441
chr11	106789251	106789252	Cep95	0.044749074	0	0	0	0	0	0	0	0	0	0.24168579	0.158947902	0	0	0.087764831	0.025648489
chr11	106920714	106920715	Smurf2	0	0	0	0.080446791	0.0559	0.2955	0.1491	0.1605	0.0308	0.1488	0.064436938	0.062930927	0.03447561	0	0.026072027	0.029526433
chr11	106999524	106999525	Kpna2	0.013180525	0.05515698	0	0	0	0.0643	0	0	0	0	0	0	0	0.049616359	0.01217382	0
chr11	107131921	107131922	Bptf	0	0	0	0	0	0.1505	0.0941	0.0984	0.0821	0.0514	0	0	0.028719907	0	0	0
chr11	107189380	107189381	Nol11	0	0.033172016	0.017015308	0.026917144	0.1646	0.1472	0.2233	0.1293	0.0222	0.032	0.256876114	0.15294981	0	0	0	0
chr11	107470719	107470720	Pitpnc1	0.059459006	0.06724993	0	0	0.4958	0.5334	0.3066	0.2239	0	0.0012	0.039604011	0.071236049	0	0	0.077470855	0.127160999
chr11	107479527	107479528	Psmd12	0	0	0	0	0.0129	0	0.0868	0	0.0145	0.116	0	0	0	0	0.095043275	0.108807955
chr11	107547959	107547960	Helz	0	0	0	0	0.1261	0.1576	0.1096	0.1258	0	0	0	0	0.007869861	0.0305946	0.241427188	0.127471575
chr11	107915054	107915055	Cacng5	0.053798195	0.181485463	0	0	0.1597	0	0.7773	0.6346	0.0145	0.1341	0.878193702	1	0.420456167	0.337688667	0.211249201	0.208656866
chr11	108343887	108343888	Prkca	0	0	0.033863171	0	0	0	0.0044	0.296	0	0.0752	0.106952646	0.022504173	0.001368823	0.046334121	0	0
chr11	108425265	108425266	Cep112	0	0	0.135000454	0.13706008	0.0443	0.1868	0	0.1396	0.0056	0	0	0	0	0	0	0
chr11	108920348	108920349	Axin2	0.029610223	0.065660085	0	0	0.1349	0.0749	0	0	0	0	0	0	0.134063376	0.063906163	0	0
chr11	109298180	109298181	Rgs9	0.287874458	0.17986315	0.287932092	0.659741803	0	0.0235	0.038	0.1088	0.1962	0	0.745160732	0.732408718	0.132806518	0.074010506	0.15567773	0.221509471
chr11	109362793	109362794	Gna13	0.065442719	0	0	0.038073935	0.1056	0	0.0722	0.0792	0	0	0.109702769	0.050810482	0	0	0	0
chr11	109363653	109363654	Gm11696	0	0	0.321301638	0.172104198	0.6424	0.178	0.2538	0.3302	0.0229	0	0.020079855	0	0.10041947	0	0	0.018291218
chr11	109425945	109425946	Amz2	0	0	0	0.002178197	0.1924	0.0243	0.2917	0.1399	0	0	0	0	0	0	0.016693975	0.017428172
chr11	109473373	109473374	Arsg	0	0	0	0	0	0	0.0911	0.032	0	0.1789	0	0	0	0.000539395	0.125435257	0
chr11	109473595	109473596	Slc16a6	0	0	0.082443885	0.025408026	0.1129	0.1519	0	0	0.1962	0.0713	0.463224192	0	0	0	0.121807906	0
chr11	109611388	109611389	Wipi1	0	0	0	0	0.2086	0.2304	0.0638	0.0338	0	0.0343	0.059191523	0	0.126979862	0.141699182	0	0.063705285
chr11	109650948	109650949	Prkar1a	0	0	0.291288371	0.180563285	0.0264	0	0.243	0.0447	0	0	0	0	0	0	0	0.016400645
chr11	109995815	109995816	Abca8b	0.303630825	0.136443912	0	0	1	0	0	0.4215	0	0	0.032868123	0.183656958	0.215814325	0.311380828	0	0.516449515
chr11	110337715	110337716	Abca5	0.236918376	0.218926191	0	0.032306924	0.0523	0.0332	0	0.1673	0	0	0	0	0.047805809	0.203917179	0.04484939	0
chr11	110399121	110399122	Map2k6	0	0	0.23531563	0.360032779	0.0431	0.2089	0.2593	0.1997	0	0	0.011662965	0.056654103	0.026445726	0.007238314	0	0
chr11	113201837	113201838	2610035D17Rik	0	0	0.30740306	0	0.1821	0.1617	0.0734	0	0	0	0.660204597	0.61415613	0.243287633	0.017827043	0.07326145	0.015722188
chr11	113565814	113565815	Slc39a11	0	0.052746871	0.062061266	0	0.2685	0.17	0.062	0.0678	0	0	0	0	0.033434594	0.131017506	0.08870159	0.109998924
chr11	113649528	113649529	Cog1	0.238905737	0.533904234	0.18102061	0.265504673	0.0617	0.0817	0.1036	0	0	0	0.418493368	0.520889238	0.010660607	0.18053818	0	0.104370777
