Chr11	TSSStart	TSSStop	GeneName	P4D7F4_R1	P4D7F4_R2	Ev9D_R1	Ev9D_R2	Ev12A_R1	Ev12A_R2	X739D12_R1	X739D12_R2	CL3_DelR1N_FBC_R1	CL3_DelR1N_FBC_R2	CL6_DelBFLXist_R1	CL6_DelBFLXist_R2	MiniXist_R1	MiniXist_p.value1	MiniXist_R2	MiniXist_p.value2	MiniXist_Fishers_p.value	MiniXist_q.vaule	DelB_MiniXist_R1	DelBMiniXist_p.value1	DelB_MiniXist_R2	DelB_MiniXist_p.value2	DelB_MiniXist_Fishers_p.value	DelB_MiniXist_q.vaule	rRS	MiniXist_cRS	DelB_MiniXist_cRS	site	site2	Sig
chr11	20249423	20249424	Cep68	0	0.01494137	0	0.062518252	0.2425	0.1136	0	0	0	0	0.040472701	0.062366863	0.0334	0.2341	0.0884	0.0212	0.031294987	0.062220349	0.0173	0.3449	0.0286	0.2788	0.32133749	0.611534142	0.0193649055	0.0415350945	0.0035850945	21	L	5.64693115686784
chr11	20332712	20332713	Slc1a4	0	0	0	0	0	0	0	0	0.325054055	0.21061874	0.002042034	0.062375668	0.0124	0.3985	0.0099	0.4215	0.467619408	0.580215727	0	0.4933	0	0.5044	0.594935697	0.611534142	0	0.01115	0	21	L	1.10689806245221
chr11	20543252	20543253	Sertad2	0	0	0.138609214	0.13113389	0	0.0624	0	0	0	0	0	0	0	0.5009	0.1153	0.0049	0.017205092	0.036815981	0	0.4971	0.0391	0.1198	0.227544194	0.611534142	0.067435776	0	0	21	L	6.71396373379873
chr11	20741555	20741556	Aftph	0.069268494	0.099414613	0.024956757	0.116695188	0	0	0	0	0	0	0.019013795	0	0	0.4966	0	0.5031	0.596350983	0.608316432	0	0.5066	0	0.5069	0.605902676	0.611534142	0.077583763	0	0	21	L	1.01072744852518
chr11	20831107	20831108	Lgalsl	0.221925543	0.039751809	0	0.030513016	0	0	0	0	0	0	0.031603596	0.05540235	0	0.4982	0	0.4909	0.588981513	0.608316432	0	0.5085	0	0.5008	0.602986181	0.611534142	0.073047592	0	0	21	L	1.01072744852518
chr11	21091323	21091324	Peli1	0	0	0	0	0	0	0.069875795	0.037520984	0.01862312	0	0.067074686	0	0	0.4962	0	0.5022	0.595451657	0.608316432	0.035	0.2018	0.009	0.4155	0.291685952	0.611534142	0	0	0.022	22	L	1.01072744852518
chr11	21239031	21239032	Vps54	0	0.013480301	0.024554101	0	0.0708	0	0.119555826	0.036452415	0	0	0.021585257	0.11766111	0.1191	0.0037	0.0846	0.0304	0.001135231	0.003317009	0.0811	0.0073	0.0736	0.0181	0.001312279	0.016992327	0.0095086005	0.0923413995	0.0678413995	22	L	1.40090818332166
chr11	21371266	21371267	Ugp2	0.049457819	0.017115406	0	0	0.0854	0.1632	0.051441597	0.490168035	0	0	0.016277395	0	0	0.4967	0.021	0.3731	0.497706517	0.60637344	0	0.5037	0.0753	0.0913	0.187601703	0.574174908	0.01664330625	0	0.02100669375	22	L	0.901658470889965
chr11	21571933	21571934	Mdh1	0	8.69e-05	0.100936249	0	0.1209	0.0525	0	0	0	0	0	0	0.0921	0.0413	0.058	0.1484	0.037354154	0.071725657	0.0307	0.2281	0.0138	0.4036	0.311654842	0.611534142	0.02525578725	0.04979421275	0	22	L	5.35784839435341
chr11	21572280	21572281	Wdpcp	0.177775529	0.413743748	0.141931924	0	0.5435	0	0	0	0	0	0.237779072	0.01619961	0	0.4986	0	0.5015	0.596639989	0.608316432	0.0127	0.4524	0	0.4946	0.55876484	0.611534142	0.18336280025	0	0	22	L	1.01072744852518
chr11	22286794	22286795	Ehbp1	0	0	0.010401713	0.000249691	0.0392	0.1118	0	0	0	0	0.029292427	0.061831017	0.0803	0.0124	0.0582	0.0601	0.006112313	0.014663743	0	0.4999	0.0169	0.2663	0.401563848	0.611534142	0.002662851	0.066587149	0.005787149	23	L	8.58582836015488
chr11	22512282	22512283	Tmem17	0.147534073	0.260786529	0.008545936	0	0.0488	0	0.369777152	0.034845593	0.16753486	0.184332655	0	0.14625976	0	0.4945	0	0.4951	0.589348326	0.608316432	0.1993	0.1062	0.3	0.0787	0.048346866	0.242873787	0.1042166345	0	0.1454333655	23	L	0.35122625104116
chr11	22860335	22860336	B3gnt2	0.060777194	0.045931809	0.031046856	0.204831845	0	0	0.054383863	0.000860245	0.03818019	0.013478166	0	0.050980437	0	0.5057	0	0.5004	0.600786391	0.608316432	0	0.5003	0	0.4977	0.595184334	0.611534142	0.085646926	0	0	23	L	1.01072744852518
chr11	22972004	22972005	Zrsr1	0.17429417	0	0	0	0.0098	0.1699	0	0	0	0	0	0	0.1373	0.0257	0.0637	0.2037	0.032731726	0.064373038	0.0519	0.1941	0	0.5024	0.324507406	0.611534142	0.0435735425	0.0569264575	0	23	L	5.57776919592591
chr11	22982283	22982284	Commd1	0.053921168	0.034860661	0	0	0.1228	0	0.240386528	0.157389054	0.081261563	0.196437348	0	0	0	0.4969	0	0.5005	0.594765865	0.608316432	0	0.5059	0	0.5077	0.605970495	0.611534142	0.02219545725	0	0	23	L	1.01072744852518
chr11	22990592	22990593	Cct4	0	0	0.063512439	0.012880643	0.0623	0	0	0	0	0	0.064396493	0.066093288	0.0622	0.004	0.0411	0.0294	0.001181671	0.003428113	0.0069	0.372	0.0705	0.0112	0.027001201	0.163102105	0.0190982705	0.0325517295	0.0196017295	23	L	3.1299278697268
chr11	23256040	23256041	Xpo1	0.026632361	0.041090841	0.044313306	0.110902189	0.0308	0	0.033717273	0.050125315	0	0	0.036768716	0.05501012	0	0.4985	0.0201	0.1476	0.265574677	0.372542255	0.016	0.1802	0.0682	0.0011	0.00188827	0.022898872	0.05573467425	0	0	24	L	0.261448694334667
chr11	23306894	23306895	Usp34	0.034194254	0.076661539	0.045232444	0.014450435	0.0018	0	0.058452181	0	0	0	0	0.002210867	0.1304	0	0	0.5012	0	0	0	0.5009	0.0229	0.1281	0.240381968	0.611534142	0.042634668	0.022565332	0	24	L	42.1389170131285
chr11	23498038	23498039	Ahsa2	0.079901298	0.011600769	0	0	0	0	0	0	0	0	0.019290692	0.054485479	0.0355	0.3063	0.2584	4e-04	0.001226087	0.003528055	0.0382	0.229	0.0937	0.0782	0.089942264	0.370149639	0.02287551675	0.12407448325	0.04307448325	24	L	5.68196415077714
chr11	23633630	23633631	0610010F05Rik	0	0	0.068790967	0	0.066	0.4288	0.12414154	0.169707471	0	0	0	0.147005923	0.1275	0.0645	0.1908	0.0086	0.004713332	0.01178333	0	0.4963	0.067	0.1858	0.312015805	0.611534142	0.01719774175	0.14195225825	0.01630225825	24	L	9.0305193807121
chr11	23665673	23665674	Pus10	0.015300619	0.062648388	0.01475925	0	0.0326	0.0323	0	0	0	0	0	0.035867446	0.1098	0.0376	0.1704	0.0035	0.001307544	0.003741131	0	0.4944	0	0.5018	0.593918342	0.611534142	0.02317706425	0.11692293575	0	24	L	11.3634470923443
chr11	23665934	23665935	Pex13	0.066788033	0	0.213341181	0.073902185	0.2654	0.1784	0	0	0	0	0	0.018839144	0	0.4974	0	0.502	0.596150307	0.608316432	0.0796	0.0763	0	0.5085	0.164869488	0.530312683	0.08850784975	0	0	24	L	0.783649871842087
chr11	23770969	23770970	Rel	0	0.188675453	0.339072559	0.144586846	0.3563	0	0.221196979	0.087710634	0	0	0.076370553	0	0	0.4987	0	0.5032	0.597883016	0.608316432	0	0.5028	0.1178	0.2383	0.374043986	0.611534142	0.1680837145	0	0	24	L	1.01072744852518
chr11	23895269	23895270	Papolg	0.402054107	0.01496025	0.247752499	0.050459447	0.0384	0.0895	0.092010443	0	0	0	0.133960313	0	0.0208	0.3523	0.2488	0	0	0	0.1027	0.0219	0	0.5017	0.060550862	0.279252833	0.17880657575	0	0	24	L	16.2454166721808
chr11	24078055	24078056	Bcl11a	0	0	0	0	0.1564	0	0.016269011	0.209515291	0	0	0.040750922	0.142140668	0	0.5059	0.1665	0.1016	0.203959557	0.298549497	0	0.4997	0.3069	0.0118	0.036165366	0.19874913	0	0.08325	0.15345	25	L	0.748165275695904
chr11	26210575	26210576	5730522E02Rik	0	0	0	0	0	0	0.034158702	0	0.179522298	0.10859675	0.037152132	0.174703845	0	0.4994	0	0.4971	0.59414386	0.608316432	0.0788	0.1528	0.038	0.3029	0.188510128	0.574337867	0	0	0.0584	27	L	0.896350816841619
chr11	26387083	26387084	Fancl	0.073419554	0.013825632	0.089803451	0	0.0801	0	0	0	0	0	0.353709355	0.278670876	0.0978	0.0477	0.0957	0.0576	0.018949801	0.040208611	0	0.5016	0	0.4955	0.594549227	0.611534142	0.04426215925	0.05248784075	0	27	L	6.53472026669028
chr11	26593919	26593920	Vrk2	0	0	0.117371443	0.02677074	0.0794	0.0547	0	0	0.003935694	0.133095547	0.090425645	0.138413413	0.125	0.0609	0.0802	0.1703	0.057754655	0.104164646	0.1569	0.0042	0.0633	0.1509	0.005300815	0.048048921	0.03603554575	0.06656445425	0.07406445425	27	L	0.745101623341859
chr11	28584323	28584324	Ccdc85a	0	0	0.246863678	0.141718825	0.4046	0.3857	0	0	0.263624883	0.232356921	0.162349068	0.111836972	0	0.5064	0.0548	0.269	0.407775587	0.521333346	0.1926	9e-04	0.1783	0.0017	2.2e-05	0.000444745	0.09714562575	0	0.08830437425	29	L	0.0843955701670004
chr11	29130750	29130751	Pnpt1	0.080010514	0.069958355	0.117550736	0.094194695	0.0843	0	0.08332612	0	0	0	0.021900214	0.014110668	0	0.4933	0	0.4988	0.591077631	0.608316432	0	0.4984	0	0.5066	0.600012333	0.611534142	0.090428575	0	0	30	L	1.01072744852518
chr11	29172906	29172907	Smek2	0	0	0	0	0.1602	0.0757	0.071567341	0.060673942	0	0	0.085734826	0.05672274	0.0093	0.3929	0.0071	0.4209	0.46296777	0.5772808	0	0.5015	0	0.4961	0.594899014	0.611534142	0	0.0082	0	30	L	1.11720984400699
chr11	29247271	29247272	Ccdc104	0.277075409	0.350354493	0	0	0	0.1895	0.404576861	0.183558293	0	0	0.200815406	0.060084631	0.0583	0.289	0.1351	0.1091	0.140523057	0.217612003	0.0937	0.1486	0	0.4992	0.267144433	0.611534142	0.1568574755	0	0	30	L	3.10103638745966
chr11	29374171	29374172	Ccdc88a	0.012449793	0	0.102744501	0	0	0	0	0	0	0	0	0	0	0.5051	0.0101	0.4215	0.542241432	0.608316432	0.0048	0.4488	0.0131	0.3836	0.475045862	0.611534142	0.0287985735	0	0	30	L	1.01072744852518
chr11	29515032	29515033	Prorsd1	0.008182732	0	0	0	0	0	0	0	0.092455963	0.032907235	0	0	0.1677	0.0656	0.2541	0.0353	0.016367346	0.035322692	0	0.5048	0	0.4961	0.5971711	0.611534142	0.002045683	0.208854317	0	30	L	6.79816001608445
chr11	29526396	29526397	Mtif2	0	0	0	0	0	0	0	0	0	0.079907179	0.055254817	0.158771508	0.0717	0.1301	0	0.4962	0.241452744	0.34395948	0.0331	0.2745	0	0.5092	0.414814031	0.611534142	0	0.03585	0.01655	30	L	2.17012011719932
chr11	29547949	29547950	1700034F02Rik	0.119080704	0.348481155	0	0	0	0	0	0	0	0	0.119482603	0.120353561	0	0.4989	0.277	0.0952	0.192219332	0.28383264	0	0.5003	0	0.4966	0.594418599	0.611534142	0.11689046475	0.02160953525	0	30	L	2.56081786004868
chr11	29548039	29548040	Rps27a	0	0	0	0	0.0526	0.1205	0.050022988	0.145244723	0.00503919	0	0	0.03086854	0.0877	0	0	0.4952	0	0	0	0.4963	0	0.5082	0.599640868	0.611534142	0	0.04385	0	30	L	42.1389170131285
chr11	29692897	29692898	Rtn4	0.016405281	0	0.033248343	0	0.0613	0.0178	0.075633301	0.063151738	0	0	0.091822698	0.055348949	0.0182	0.2036	0.036	0.0532	0.059847342	0.106794727	0.023	0.1331	0	0.4979	0.246129301	0.611534142	0.012413406	0.014686594	0	30	L	4.54842875245337
chr11	30026032	30026033	Eml6	0.160139506	0.153029912	0.359229369	0.020551468	0	0.2606	0.481412513	0.387482227	0	0.168854396	0.256459363	0.341414208	0.2059	0.1121	0.2544	0.116	0.069472111	0.121606294	0.3304	0.0049	0.5558	0	0	0	0.17323756375	0.05691243625	0.26986243625	31	L	0.101671549227607
chr11	30219771	30219772	Sptbn1	0.009916977	0	0	0	0.026	0.0327	0.012689508	0.041364158	0.042026763	0.008609556	0	0	0	0.4914	0.0916	1e-04	0.00053665	0.001709831	0.004	0.4235	0	0.4974	0.53874773	0.611534142	0.00247924425	0.04332075575	0	31	L	12.9555939256599
chr11	30649395	30649396	Acyp2	0	0	0.314660442	0	0.555	0.4712	0.50005858	0.180970059	0	0	0	0	0.2423	0.0478	0.1349	0.1814	0.049838544	0.092192178	0.139	0.1367	0	0.5055	0.253754001	0.611534142	0.0786651105	0.1099348895	0	31	L	4.84740780593604
chr11	30771774	30771775	Psme4	0	0	0.006194027	0.045568865	0.0166	0.0341	0.102494195	0.08137851	0	0	0	0	0.0502	0.0109	0.0459	0.0214	0.002184097	0.00592994	0.0447	0.0123	0.0818	1e-04	1.8e-05	0.000386131	0.012940723	0.035109277	0.050309277	31	L	0.652439862123604
chr11	30885357	30885358	Gpr75	0.184809691	0.135321926	0	0	0	0.6749	0	0	0.57594522	0.27047652	0.043455153	0.0953417	0	0.5051	0.6622	0.0109	0.034145621	0.06644909	0	0.501	0	0.5048	0.600583687	0.611534142	0.08003290425	0.25106709575	0	31	L	5.51322627147147
chr11	30954130	30954131	Erlec1	0.015501161	0	0.149944534	0.080001112	0.1718	0	0.123809459	0.092309968	0.035741492	0.035126581	0	0	0.2912	0.0044	0.2827	0.0028	0.000151589	0.000548433	0.0116	0.4381	0	0.5074	0.556566494	0.611534142	0.06136170175	0.22558829825	0	31	L	15.267751947164
chr11	30954397	30954398	Asb3	0.062521817	0.17104322	0	0.04914384	0.0652	0.0894	0.022182259	0.129120735	0.199240351	0.276501422	0	0	0	0.5037	0	0.5033	0.601417991	0.608316432	0	0.5013	0.0169	0.3883	0.513212726	0.611534142	0.07067721925	0	0	31	L	1.01072744852518
chr11	30986364	30986365	Chac2	0.136525378	0.047567537	0	0	0.0531	0.3805	0	0	0	0	0.005771333	0	0.1176	0.2707	0.3353	0.0426	0.06299424	0.112014406	0.2153	0.053	0.3114	0.0478	0.017678554	0.121776985	0.04602322875	0.18042677125	0.21732677125	31	L	1.03968717916639
chr11	31370060	31370061	Stc2	0.02974504	0.367170658	0	0	0	0	0	0	0.987324377	1	0.008228008	0.348968928	0.0784	0.1903	0	0.5023	0.319999984	0.435579492	0.036	0.3364	0	0.5072	0.472333825	0.611534142	0.0992289245	0	0	32	L	1.68992309140004
chr11	31671861	31671862	Bod1	0	0	0	0	0.22	0	0.099502251	0	0.050633482	0.043138396	0.046543527	0.041363579	0	0.5085	0	0.5111	0.610096809	0.610096809	0	0.499	0.0023	0.4908	0.589464055	0.611534142	0	0	0.00115	32	L	1.00478489857422
chr11	31870939	31870940	Cpeb4	0.09893936	0	0.043099789	0	0	0	0.009055549	0	0.253233793	0.230262215	0.099521712	0.131316819	0	0.5042	0.0918	0.0666	0.147543681	0.227163289	0	0.4974	0.1355	0.0042	0.014980858	0.108076193	0.03550978725	0.01039021275	0.03224021275	32	L	0.666130458554449
chr11	32000418	32000419	Nsg2	0.312613105	0.411481101	0.104097849	0.28086478	0.0844	1	0	0	0	0	0	0	0.1894	0.1676	1	0	0	0	0	0.4965	0.1894	0.2833	0.416548841	0.611534142	0.27726420875	0.31743579125	0	33	L	42.1389170131285
chr11	32205414	32205415	Snrnp25	0	0	0	0	0.3195	0.0574	0	0	0.196148737	0	0	0	0	0.5041	0	0.5103	0.606509552	0.608316432	0	0.4931	0.1576	0.0785	0.164576289	0.530312683	0	0	0.0788	33	L	0.783649871842087
chr11	32222292	32222293	Rhbdf1	0	0	0	0	0.0586	0.3228	0	0	0.01167185	0	0	0.010540573	0.1529	0.0242	0.0741	0.1717	0.026939473	0.05463628	0.0303	0.3041	0.076	0.1076	0.144618801	0.49865686	0	0.1135	0.05315	33	L	4.17778420005902
chr11	32226504	32226505	Mpg	0.161291206	0.105978092	0.163152776	0	0.2802	0.1174	0	0.214296074	0.114381776	0.072047755	0	0	0	0.4992	0	0.5039	0.598713245	0.608316432	0	0.4934	0	0.4964	0.589484539	0.611534142	0.1076055185	0	0	33	L	1.01072744852518
chr11	32267706	32267707	Nprl3	0.089698281	0.080571012	0.011871188	0.036803445	0.0472	0.0199	0.022363774	0.01646279	0.092687515	0.036074932	0	0.049928955	0.047	0.1821	0	0.5015	0.309891499	0.426417458	0.0016	0.4963	0	0.5054	0.597722866	0.611534142	0.0547359815	0	0	33	L	1.73315034973838
chr11	32347810	32347811	Sh3pxd2b	0	0	0	0	0.1505	0	0	0.045094727	0	0	0	0	0	0.4865	0.0323	0.3501	0.471805849	0.583642343	0	0.4938	0.0116	0.3763	0.498545602	0.611534142	0	0.01615	0.0058	33	L	1.0949245426256
chr11	32455371	32455372	Ubtd2	0.089212978	0.060586421	0.090938455	0	0	0.0695	0.121493482	0.082923719	0	0	0.089354104	0.086096234	0.1146	0.0346	0	0.4988	0.087318445	0.148221227	0	0.5001	0	0.4928	0.591625912	0.611534142	0.0601844635	0	0	33	L	3.88188195047625
chr11	32533265	32533266	Stk10	0.0764869	0.142596955	0	0	0	0.0536	0.157934786	0.243917117	0	0	0	0	0	0.5029	0	0.4996	0.598301736	0.608316432	0	0.4967	0.0063	0.4608	0.566375761	0.611534142	0.05477096375	0	0	33	L	1.01072744852518
chr11	32642554	32642555	Fbxw11	0.030433737	0.05553041	0.089050317	0	0	0.0634	0	0	0	0	0.143667335	0.11722899	0.0338	0.1387	0.0229	0.2418	0.14740091	0.227163289	0.0226	0.2278	0.0232	0.2049	0.189716451	0.574337867	0.043753616	0	0	33	L	2.67265307207001
chr11	33163205	33163206	Npm1	0.031765987	0.029612386	0	0	0.0087	0.0174	0	0	0	0	0.030873251	0.020019583	0	0.5037	0	0.5037	0.60169441	0.608316432	0.0239	0.0055	0	0.4995	0.018948209	0.125373289	0.01534459325	0	0	34	L	0.239378635723949
chr11	33513745	33513746	Ranbp17	0.037458449	0.01687458	0	0	0.0661	0.0557	0	0.013766445	0	0	0.030688661	0.022726698	0.0485	0.0177	0.0674	0.0011	0.000230654	0.000811709	0	0.4961	0.0128	0.2686	0.401824093	0.611534142	0.01358325725	0.04436674275	0	34	L	14.4704999054355
chr11	34314821	34314822	Fam196b	0.433828667	1	0.086478726	0.365850156	0.4148	0.3654	0.222313932	0	0.276810708	0.397859781	0.064299385	0.191043369	0	0.5072	0	0.5053	0.605212404	0.608316432	0.0141	0.4541	0.3437	0.0219	0.055797298	0.267086591	0.47153938725	0	0	35	L	0.376508654405857
chr11	34783904	34783905	Dock2	1	1	0	0.01274408	0.0886	0.1065	0	0	0.208143448	0.068015607	0.419892453	0.336488495	0.1636	0.0679	0.037	0.3967	0.124290305	0.197379259	0	0.4897	0	0.5019	0.590688213	0.611534142	0.50318602	0	0	35	L	3.29947010211915
chr11	34833640	34833641	Spdl1	0	0.009510419	0	0	0.0376	0.0267	0.076317939	0.031212019	0	0	0	0	0	0.5	0	0.4934	0.591976942	0.608316432	0	0.5001	0	0.5021	0.598096388	0.611534142	0.00237760475	0	0	35	L	1.01072744852518
chr11	35121455	35121456	Slit3	0.001780681	0.027633734	0.003352757	0	0	0.0707	0.054678021	0.117021272	0	0	0.034918767	0.044696488	0.0289	0.2879	0.0965	0.0407	0.063821511	0.113087238	0	0.5048	0	0.5064	0.604316486	0.611534142	0.008191793	0.054508207	0	36	L	4.43201396815966
chr11	35769494	35769495	Pank3	0.04365634	0	0	0	0.0239	0.0557	0.099018253	0.110314143	0	0	0.008680626	0.032964721	0	0.5007	0.0377	0.1444	0.262229959	0.368875012	0.0278	0.156	0.0216	0.2753	0.178134442	0.558744679	0.010914085	0.007935915	0.013785915	36	L	1.71338498187311
chr11	35834527	35834528	Rars	0.010083198	0	0.037102801	0	0.0672	0.0143	0.169085226	0.193850798	0	0	0.063300695	0.046632058	0	0.4981	0	0.5055	0.599048044	0.608316432	0	0.4997	0.0531	0.1081	0.211664927	0.611534142	0.01179649975	0	0.01475350025	36	L	1.01072744852518
chr11	35980088	35980089	Wwc1	0	0	0.208135723	0.242892076	0.1208	0.024	0.000190288	0.003643706	0	0	0.010580772	0.020861428	0	0.5023	0	0.4947	0.594472667	0.608316432	0.0424	0.0863	0	0.5018	0.17926156	0.560539242	0.11275694975	0	0	36	L	0.85869380679216
chr11	36944240	36944241	Tenm2	0	0	0.237868588	0	0	0	1	1	0	0	0.068644557	0	0.5573	0.0093	0.5799	0.0652	0.005098297	0.012682956	0.633	0	1	3e-04	0	0	0.059467147	0.509132853	0.757032853	37	L	0.210753275551823
chr11	40695202	40695203	Mat2b	0	0	0	0.066072393	0	0.0074	0.017480715	0	0	0	0.019298169	0.000137525	0.0216	0.2991	0	0.4995	0.43342938	0.545160241	0.0646	0.0661	0.027	0.2989	0.097289494	0.388278953	0.01651809825	0	0.02928190175	41	L	0.641284851126039
chr11	40733436	40733437	Hmmr	0	0	0.142869541	0.136379316	0.065	0.0264	0	0	0	0	0.0415456	0.044886247	0.0458	0.0397	0.0027	0.4586	0.091140993	0.153420671	0.1002	0	0	0.4985	0	0	0.06981221425	0	0	41	L	0.0904573465918454
chr11	40733660	40733661	Nudcd2	0.087753782	0.042397129	0.103602677	0.017222426	0.0053	0	0.131687904	0	0	0	0.04672025	0.064300769	0.0033	0.4791	0.0182	0.356	0.47222333	0.583642343	0	0.4969	0	0.5033	0.596698022	0.611534142	0.0627440035	0	0	41	L	1.0949245426256
chr11	40755285	40755286	Ccng1	0.052895292	0.035090279	0	0	0	0.067	0.083920029	0	0.046325103	0.03947934	0.01415904	0.011980146	0	0.5084	0	0.5057	0.606313522	0.608316432	0.0304	0.058	0.0754	0.005	0.002652233	0.029763944	0.02199639275	0	0.03090360725	41	L	0.14143294688867
chr11	43426247	43426248	Pttg1	0	0	0	0.114457664	0	0	0	0	0.536677393	0.533146312	0.049159785	0	0	0.4915	0	0.497	0.588571702	0.608316432	0.0708	0.0813	0.0529	0.2052	0.084971627	0.354633648	0.028614416	0	0.033235584	44	L	0.479477639773959
chr11	43433730	43433731	Slu7	0.134182668	0	0	0.014085875	0.0147	0.0437	0	0.01566563	0.041977152	0	0.011949214	0.060981472	0.0905	0.1058	0.0553	0.2341	0.116364273	0.186256602	0.0418	0.2208	0	0.504	0.35562516	0.611534142	0.03706713575	0.03583286425	0	44	L	3.41741149261452
chr11	43528748	43528749	Ccnjl	0	0	0.098796101	0.163871674	0	0	0.105805566	0.183668213	0	0	0.101509526	0.128262707	0.165	0.018	0.0624	0.2438	0.028212105	0.056874702	0.2941	0.0051	0.1549	0.0486	0.002305754	0.026767948	0.06566694375	0.04803305625	0.15883305625	44	L	0.79184228695347
chr11	43681997	43681998	Pwwp2a	0.006177415	0	0.081191932	0.109462045	0.1899	0.1316	0	0	0	0	0.199210703	0.137712926	0.038	0.1307	0.0034	0.4563	0.22778625	0.327726656	0.0248	0.1979	0.0835	0.0013	0.002383705	0.027051039	0.049207848	0	0.00494215200000001	44	L	0.309021097960316
chr11	43747972	43747973	Ttc1	0	0.049895352	0.259295329	0.070605857	0.0915	0	0.277853227	0.032023629	0	0	0	0.05842911	0	0.5037	0	0.51	0.606026997	0.608316432	0	0.4995	0.041	0.2451	0.37955407	0.611534142	0.0949491345	0	0	44	L	1.01072744852518
chr11	44470547	44470548	Ublcp1	0	0.238506025	0	0	0.1602	0	0	0	0	0	0.075544288	0.034118765	0.2254	0.0015	6e-04	0.5001	0.006147657	0.014713587	0	0.4942	0	0.4931	0.58774579	0.611534142	0.05962650625	0.05337349375	0	45	L	8.578928248472
chr11	44518963	44518964	Rnf145	0.04251215	0.0948018	0	0	0.0264	0	0.037994893	0.030502264	0	0	0.006692638	0	0	0.4988	0	0.4939	0.591497095	0.608316432	0.0258	0.2529	0	0.4973	0.386523128	0.611534142	0.0343284875	0	0	45	L	1.01072744852518
chr11	44618099	44618100	Ebf1	0	0	0.144524388	0	0	1	0	0.012821926	0	0	0	0	0.0431	0.2767	0.0144	0.416	0.363956467	0.476778251	0	0.5013	0	0.4929	0.592523548	0.611534142	0.036131097	0	0	45	L	1.5061552181362
chr11	45851963	45851964	Clint1	0	0	0.14426251	0.095177831	0.0399	0.1437	0.011998634	0.044289458	0	0	0.014434328	0.038038351	0.0517	0.1006	0.0485	0.1432	0.075488693	0.131002714	0.0325	0.1418	0.0976	3e-04	0.000470708	0.007546269	0.05986008525	0	0.00518991475	46	L	0.415932316262055
chr11	45944934	45944935	Lsm11	0.060352464	0.063515928	0	0	0.1551	0.143	0.307468323	0.67736548	0	0.061295095	0	0	0.0167	0.4236	0.0033	0.4836	0.529639713	0.608316432	0	0.4928	0	0.5024	0.593210804	0.611534142	0.030967098	0	0	46	L	1.01072744852518
chr11	45955502	45955503	Thg1l	0.006851614	0.113313042	0	0.020746281	0.2346	0.2438	0	0	0	0.067391554	0.077872501	0.114659764	0	0.4866	0	0.497	0.585127068	0.608316432	0	0.4935	0	0.4922	0.586630103	0.611534142	0.03522773425	0	0	46	L	1.01072744852518
chr11	46054501	46054502	Adam19	0	0.001125404	0	0	0.1269	0.099	0.211327047	0.02783653	0	0	0	0	0.032	0.1753	0.0299	0.1805	0.140909158	0.217612003	0	0.5003	0	0.4976	0.595114772	0.611534142	0.000281351	0.030668649	0	47	L	3.10103638745966
chr11	46084026	46084027	Gm1821	0.02593246	0.700135152	0	0	0	0	0	0	0	0	0	0.542541867	0.3271	0	0.0833	0.1342	0	0	0	0.5028	0	0.4995	0.598163253	0.611534142	0.181516903	0.023683097	0	47	L	42.1389170131285
chr11	46166358	46166359	Nipal4	0	0	0	0.786195206	0.0922	0.3034	0.012377914	0.480569913	0.181892082	0.072349158	0	0	0	0.491	0.3137	0.1067	0.206889297	0.30152697	0.6912	0.0013	0.0297	0.4507	0.004946454	0.047131307	0.1965488015	0	0.1639011985	47	L	0.392460662134923
chr11	46232134	46232135	Mir6989	0.187767641	0.356234097	0.309579697	0	0.0877	0	0	0.35616451	0.006310367	0.068034219	0	0.223920271	0.3497	0.0122	0.3535	0.0195	0.002222857	0.006018995	0	0.4973	0	0.4998	0.594560002	0.611534142	0.21339535875	0.13820464125	0	47	L	10.3964946209184
chr11	46312858	46312859	Cyfip2	0	0.024767539	0.060230673	0.121061911	0.0152	0	0	0	0	0	0.05543723	0	0.0029	0.4752	0.0295	0.2883	0.409325404	0.522423955	0.1137	0.0184	0.0812	0.045	0.0067039	0.056898646	0.05151503075	0	0.04593496925	47	L	0.226506029219783
chr11	47379301	47379302	Sgcd	0	0	0.516636266	0.2638608	0	0	0.088968958	0.08903872	0	0	0	0	0	0.4967	0.3768	0.0179	0.050880335	0.093611849	0.0556	0.401	0.614	0.0083	0.022317229	0.140877506	0.1951242665	0	0.1396757335	48	L	1.20855206460468
chr11	48800359	48800360	Gnb2l1	0.009284933	0.053484059	0	0.040417821	0.0062	0.008	0.088599189	0	0	0	0.040321605	0.016750241	0	0.4999	0.0717	0	0	0	0.0337	0.004	0	0.498	0.014379483	0.104809258	0.02579670325	0.01005329675	0	49	L	9.18742016062997
chr11	48817390	48817391	Trim41	0.149160333	0.076175472	0.120270714	0.371793911	0	0.1784	0.392612316	0.102042646	0.148403385	0.147544632	0	0	0	0.491	0	0.4967	0.588013518	0.608316432	0.1269	0.0236	0.2202	7e-04	0.000198421	0.003515876	0.1793501075	0	0	49	L	0.0879679761846772
chr11	48826137	48826138	Trim7	0	0	0.244559893	0	0	0	0	0.099933959	0.224079397	0.176829572	0.087868687	0	0	0.5001	0	0.5074	0.601745224	0.608316432	0.2292	0.0885	0	0.4954	0.180945895	0.563495958	0.06113997325	0	0.05346002675	49	L	0.866569586890028
